id;course_id;grade
213;4;15.5
213;4;11.5
213;4;12.5
213;4;10
213;3;12.5
213;3;11
213;3;14
213;3;13
213;3;12.5
213;3;9
213;3;14
213;3;11
213;3;9.5
213;6;10
213;6;9
213;6;7.5
213;6;10.75
213;6;11.25
213;6;10.75
213;6;11.75
213;5;11.3
213;5;11.5
213;5;10.2
213;5;9.7
213;5;11
213;5;11.2
213;5;10.2
213;10;unknown
213;10;12.75
213;10;11
213;10;14.25
213;9;10.5
213;9;7
213;9;5
213;9;11
213;9;13.5
213;9;10.5
213;7;16.75
213;7;14.5
213;7;15
213;1;11.5
213;1;10
213;1;12
213;1;11
213;8;6.5
213;8;11
213;8;11.5
213;8;16
213;8;16.5
213;8;7
213;8;13
213;8;8
213;8;8.5
225;2;13.5
225;2;12.5
225;2;9.5
225;2;14
225;2;10.5
225;4;13
225;4;10.5
225;4;11.5
225;4;9.5
225;4;10
225;4;8
225;4;9.5
225;4;13
225;4;8
225;3;7.5
225;3;14
225;3;9
225;3;8.5
225;3;15.5
225;3;12
225;3;8.5
225;3;10.5
225;3;12.5
225;6;10.5
225;6;9.75
225;6;10.5
225;6;9
225;6;10
225;6;11.5
225;5;10.6
225;5;10.6
225;5;12.7
225;5;11.6
225;5;10.9
225;5;12.3
225;5;11
225;10;12.25
225;10;13.25
225;10;10.75
225;10;14
225;9;9.5
225;9;7.5
225;9;7
225;9;4.5
225;9;11
225;9;6.5
225;7;16.25
225;7;14.75
225;7;12
225;1;14
225;1;12.5
225;1;14.5
225;8;11
225;8;10
225;8;9
225;8;11
225;8;8.5
225;8;13
225;8;7
225;8;12.5
242;2;13
242;2;9
242;2;13
242;2;12.5
242;2;11.5
242;4;9.5
242;4;8.5
242;4;12
242;4;10.5
242;4;10.5
242;4;9.5
242;4;13
242;4;9
242;4;6.5
242;3;17.5
242;3;unknown
242;3;10.5
242;3;11.5
242;3;14
242;3;12.5
242;3;11
242;3;9
242;3;11
242;6;9.75
242;6;8
242;6;11.25
242;6;9.75
242;6;10.25
242;6;10
242;6;9.75
242;5;13.2
242;5;12
242;5;10.3
242;5;10.1
242;5;12
242;5;10.9
242;5;12.3
242;10;11.5
242;10;11.25
242;10;13.75
242;10;14
242;9;8
242;9;6
242;9;5
242;9;0
242;9;7
242;9;8.5
242;7;11.5
242;7;10.75
242;7;14.25
242;1;9
242;1;17
242;1;16.5
242;8;8
242;8;12.5
242;8;10.5
242;8;9.5
242;8;7
242;8;10
242;8;6
242;8;9
288;2;14.5
288;2;9
288;2;12.5
288;2;13.5
288;2;13.5
288;4;12
288;4;7
288;4;11
288;4;8
288;4;11
288;4;8.5
288;4;7.5
288;4;7.5
288;4;9
288;3;14
288;3;7.5
288;3;11
288;3;9.5
288;3;16
288;3;14
288;3;13.5
288;3;13
288;6;unknown
288;6;11
288;6;10.5
288;6;11.25
288;6;10.5
288;6;11.5
288;5;11.5
288;5;unknown
288;5;11.3
288;5;11.1
288;5;11.1
288;5;12.3
288;5;11.4
288;10;14
288;10;11.5
288;10;15.75
288;10;8.75
288;9;11
288;9;7
288;9;9
288;9;0
288;9;8
288;9;8
288;7;12.75
288;7;12.25
288;7;12.5
288;1;11.5
288;1;10.5
288;1;15
288;1;15.5
288;8;11.5
288;8;14
288;8;8
288;8;9.5
288;8;5.5
288;8;11
288;8;11.5
288;8;6.5
288;8;13
294;2;8.5
294;2;12.5
294;2;9
294;2;10.5
294;2;11.5
294;4;12.5
294;4;7
294;4;10
294;4;12
294;4;8
294;4;unknown
294;4;10
294;4;13
294;3;15
294;3;15
294;3;12.5
294;3;11.5
294;3;14
294;3;18
294;3;7.5
294;3;13.5
294;3;14.5
294;6;9.75
294;6;12.25
294;6;10.25
294;6;10.75
294;6;8.75
294;6;10.25
294;6;9.75
294;5;10.9
294;5;13.2
294;5;13.1
294;5;9.3
294;5;11.5
294;5;12.5
294;5;12.2
294;10;9.75
294;10;11.75
294;10;15.75
294;10;13.25
294;9;17
294;9;6.5
294;9;9
294;9;4.5
294;9;8
294;9;6.5
294;7;17.25
294;7;14
294;7;15.25
294;1;11
294;1;unknown
294;1;17
294;1;11
294;8;10.5
294;8;14.5
294;8;9
294;8;14
294;8;9.5
294;8;9
294;8;9
294;8;11.5
294;8;13.5
304;2;13.5
304;2;11.5
304;2;11
304;2;13
304;2;12
304;4;15
304;4;10.5
304;4;11
304;4;9
304;4;7.5
304;4;11.5
304;4;6.5
304;4;6.5
304;4;11.5
304;3;11.5
304;3;10
304;3;10.5
304;3;12
304;3;14.5
304;3;14.5
304;3;10
304;3;14
304;3;11.5
304;6;9.75
304;6;10.75
304;6;9.25
304;6;11.5
304;6;10.25
304;6;10.75
304;5;10.9
304;5;11.6
304;5;10.4
304;5;11.4
304;5;12.2
304;5;13.5
304;5;10.3
304;10;10.75
304;10;13.5
304;10;11
304;10;14
304;9;9
304;9;5.5
304;9;4.5
304;9;9.5
304;9;6
304;9;6.5
304;7;11.5
304;7;15.75
304;7;15.75
304;1;12.5
304;1;6.5
304;1;18.5
304;1;12.5
304;8;13
304;8;10.5
304;8;3.5
304;8;9
304;8;10.5
304;8;13.5
304;8;7
304;8;11.5
352;2;14
352;2;12.5
352;2;12
352;2;12.5
352;2;13.5
352;4;12
352;4;10
352;4;10
352;4;14.5
352;4;11
352;4;8.5
352;4;12
352;4;6.5
352;4;11.5
352;3;13
352;3;12
352;3;12.5
352;3;17.5
352;3;17
352;3;9.5
352;3;12
352;3;11.5
352;6;10.25
352;6;9
352;6;11.25
352;6;10
352;6;11.25
352;6;10
352;6;8.75
352;5;13
352;5;12.1
352;5;11.9
352;5;10.4
352;5;9.4
352;5;9.8
352;10;13.25
352;10;10.5
352;10;9.75
352;10;14.75
352;9;7.5
352;9;13.5
352;9;8
352;9;2.5
352;9;10
352;9;unknown
352;7;12
352;7;11
352;7;9
352;1;7
352;1;12
352;1;12
352;1;9.5
352;8;14
352;8;9
352;8;12
352;8;13
352;8;7.5
352;8;10
352;8;10
352;8;9.5
352;8;13
378;2;10.5
378;2;13
378;2;12
378;2;14
378;2;9
378;4;9.5
378;4;10.5
378;4;11
378;4;10
378;4;9
378;4;9.5
378;4;9.5
378;4;8.5
378;4;12
378;3;9.5
378;3;14
378;3;17
378;3;10
378;3;17
378;3;12.5
378;3;10
378;3;14.5
378;3;10
378;6;11
378;6;9.5
378;6;10
378;6;12.25
378;6;11.25
378;6;11.25
378;5;12.8
378;5;9.7
378;5;12.8
378;5;11.2
378;5;9.4
378;5;12
378;10;11.5
378;10;11.5
378;10;16.25
378;10;13.75
378;9;5
378;9;7
378;9;9.5
378;9;11.5
378;9;9.5
378;9;4.5
378;7;14.25
378;7;12.5
378;7;12.5
378;1;13
378;1;12
378;1;11.5
378;1;6
378;8;9
378;8;9
378;8;7.5
378;8;10.5
378;8;13
378;8;11
378;8;11
378;8;5
378;8;10
393;2;12
393;2;10.5
393;2;13
393;2;12
393;2;12
393;4;12
393;4;13.5
393;4;10
393;4;13
393;4;5
393;4;9
393;4;11.5
393;4;12
393;3;14
393;3;15.5
393;3;12
393;3;10.5
393;3;12
393;3;11.5
393;3;16
393;3;8
393;3;14
393;6;8.5
393;6;10.5
393;6;11.25
393;6;12
393;6;9
393;6;10.25
393;6;9.25
393;5;10.9
393;5;12
393;5;11.9
393;5;11.6
393;5;13.2
393;5;12.2
393;5;8.7
393;10;15.75
393;10;14
393;10;11.5
393;10;13
393;9;9.5
393;9;4.5
393;9;4.5
393;9;9.5
393;9;11.5
393;9;7
393;7;12.25
393;7;12
393;7;15.25
393;1;15.5
393;1;13
393;1;10
393;1;11.5
393;8;9.5
393;8;12.5
393;8;10.5
393;8;12.5
393;8;8
393;8;10.5
393;8;11
393;8;10
393;8;11
402;2;10
402;2;10
402;2;11.5
402;2;9.5
402;2;13.5
402;4;10
402;4;12
402;4;9.5
402;4;11
402;4;9.5
402;4;8.5
402;4;13
402;4;11
402;3;13.5
402;3;10.5
402;3;8.5
402;3;12.5
402;3;9.5
402;3;8.5
402;3;10.5
402;3;12.5
402;3;16.5
402;6;10.5
402;6;8.5
402;6;10.75
402;6;10.25
402;6;9.5
402;6;12.25
402;6;10.25
402;5;11.9
402;5;10.8
402;5;10.8
402;5;11.8
402;5;10.7
402;5;12.9
402;5;11.4
402;10;12.5
402;10;13.5
402;10;12.5
402;10;10.75
402;9;10.5
402;9;9.5
402;9;7.5
402;9;5
402;9;5
402;9;9
402;7;14
402;7;12.75
402;7;unknown
402;1;15.5
402;1;12.5
402;1;12
402;1;11.5
402;8;11.5
402;8;10
402;8;13
402;8;14
402;8;7.5
402;8;11.5
402;8;9
402;8;11.5
403;2;10
403;2;13.5
403;2;9.5
403;2;11.5
403;2;13
403;4;8.5
403;4;10
403;4;11.5
403;4;10.5
403;4;9.5
403;4;5
403;4;12.5
403;4;8.5
403;3;13
403;3;12.5
403;3;14.5
403;3;11
403;3;13.5
403;3;9
403;3;11.5
403;3;9.5
403;6;10
403;6;9.75
403;6;10.75
403;6;9.5
403;6;9.75
403;6;9.75
403;6;11
403;5;12.9
403;5;10.2
403;5;12.6
403;5;11.4
403;5;10.9
403;5;11
403;5;10.7
403;10;13
403;10;10.5
403;10;12
403;10;14
403;9;10.5
403;9;12
403;9;8
403;9;5.5
403;9;2
403;7;13.5
403;7;14
403;7;13.75
403;1;11
403;1;9
403;1;12.5
403;1;10
403;8;10.5
403;8;8.5
403;8;11.5
403;8;12
403;8;8.5
403;8;11.5
403;8;8
403;8;13
403;8;9.5
453;2;unknown
453;2;13.5
453;2;10
453;2;10.5
453;2;11.5
453;4;9.5
453;4;8.5
453;4;9
453;4;5.5
453;4;12
453;4;12
453;4;11
453;4;9.5
453;4;9
453;3;10.5
453;3;8
453;3;8.5
453;3;12
453;3;10.5
453;3;6.5
453;3;15
453;3;9.5
453;3;13.5
453;6;10.25
453;6;10.25
453;6;10
453;6;10.25
453;6;12
453;6;9.75
453;5;9.1
453;5;11
453;5;10.8
453;5;11.6
453;5;9.5
453;5;12.5
453;5;11.6
453;10;10.25
453;10;14.25
453;10;14.5
453;10;12.25
453;9;7.5
453;9;9.5
453;9;6
453;9;5
453;9;4.5
453;9;9.5
453;7;16.25
453;7;14.5
453;7;16
453;1;13.5
453;1;12
453;1;15
453;8;6.5
453;8;14.5
453;8;12
453;8;12.5
453;8;11
453;8;8
453;8;6
453;8;6
453;8;9.5
472;2;13
472;2;10
472;2;11.5
472;2;9.5
472;2;9
472;4;10.5
472;4;8
472;4;10.5
472;4;8
472;4;8.5
472;4;8
472;4;14.5
472;4;13.5
472;4;8.5
472;3;12.5
472;3;13.5
472;3;16.5
472;3;10.5
472;3;11
472;3;12.5
472;3;9
472;3;10.5
472;3;19.5
472;6;10.75
472;6;10.25
472;6;10
472;6;11.75
472;6;11.5
472;6;11
472;6;10.5
472;5;14.6
472;5;11.4
472;5;11.7
472;5;11
472;5;12.2
472;5;11.5
472;5;12.2
472;10;7.75
472;10;12.75
472;10;9.75
472;10;11
472;9;11
472;9;11
472;9;11.5
472;9;7.5
472;9;8
472;9;10
472;7;13
472;7;15.25
472;7;14.25
472;1;14.5
472;1;13
472;1;17
472;1;10
472;8;12
472;8;12
472;8;8.5
472;8;8
472;8;8.5
472;8;10
472;8;10.5
472;8;10
472;8;8.5
479;2;13.5
479;2;8.5
479;2;11.5
479;2;11.5
479;2;10
479;4;9.5
479;4;10
479;4;13
479;4;11.5
479;4;12.5
479;4;10
479;4;6.5
479;4;8
479;4;12
479;3;14.5
479;3;13
479;3;9
479;3;14
479;3;12
479;3;13.5
479;3;11.5
479;3;17
479;3;9
479;6;11.5
479;6;9.5
479;6;9.75
479;6;9.25
479;6;9.75
479;6;8.75
479;6;8.75
479;5;12.5
479;5;10.3
479;5;11.8
479;5;11
479;5;12.1
479;5;13.6
479;5;12.6
479;10;13.75
479;10;11
479;10;11.75
479;10;10.75
479;9;4
479;9;8.5
479;9;1.5
479;9;8
479;9;7
479;9;11
479;7;13.25
479;7;12
479;7;11.25
479;1;11.5
479;1;13.5
479;1;10
479;1;13.5
479;8;12
479;8;12.5
479;8;5
479;8;14.5
479;8;9.5
479;8;16
479;8;11
479;8;6.5
479;8;13
483;2;10
483;2;12.5
483;2;11.5
483;2;11.5
483;2;11
483;4;7.5
483;4;8
483;4;11.5
483;4;6.5
483;4;9.5
483;4;9.5
483;4;9.5
483;4;9.5
483;4;9
483;3;11
483;3;16
483;3;12
483;3;11.5
483;3;10.5
483;3;12
483;3;12
483;3;5.5
483;3;7
483;6;10.75
483;6;8.75
483;6;9.25
483;6;10.75
483;6;11.25
483;6;9.75
483;6;9.5
483;5;unknown
483;5;11.3
483;5;11.5
483;5;9.5
483;5;11.9
483;5;12.8
483;5;12.8
483;10;12.25
483;10;16.25
483;10;14
483;10;12
483;9;3.5
483;9;9
483;9;7
483;9;10.5
483;9;9
483;9;10
483;7;13.25
483;7;9.5
483;7;16.75
483;1;15
483;1;unknown
483;1;17
483;1;11.5
483;8;8.5
483;8;7
483;8;5
483;8;13
483;8;7
483;8;14.5
483;8;10.5
483;8;8
495;2;12
495;2;13
495;2;12.5
495;2;15
495;2;10.5
495;4;9
495;4;11
495;4;5.5
495;4;7.5
495;4;11
495;4;9.5
495;4;9.5
495;4;13
495;4;11.5
495;3;12
495;3;13
495;3;9.5
495;3;6.5
495;3;12
495;3;3.5
495;3;8.5
495;3;8.5
495;6;10
495;6;11
495;6;13.5
495;6;9.75
495;6;9
495;6;10.25
495;6;12
495;5;11.5
495;5;12.2
495;5;10
495;5;10.5
495;5;9.4
495;5;11.3
495;5;12.9
495;10;11.25
495;10;12
495;10;13.25
495;10;15.5
495;9;9.5
495;9;13.5
495;9;6.5
495;9;10
495;9;2.5
495;9;12
495;7;16.25
495;7;15.75
495;7;14
495;1;20
495;1;14
495;1;18.5
495;1;15.5
495;8;12
495;8;8.5
495;8;12.5
495;8;9
495;8;11
495;8;6
495;8;10
495;8;11
495;8;11
505;2;11
505;2;10.5
505;2;13
505;2;12.5
505;2;9.5
505;4;13
505;4;10.5
505;4;9
505;4;8
505;4;11.5
505;4;8.5
505;4;7
505;4;11
505;4;9.5
505;3;15.5
505;3;10
505;3;10
505;3;11.5
505;3;13.5
505;3;14.5
505;3;12.5
505;3;11.5
505;3;8
505;6;9.5
505;6;10
505;6;9.75
505;6;8.5
505;6;10.75
505;6;10.5
505;6;12.25
505;5;12.2
505;5;10.5
505;5;10.6
505;5;12.8
505;5;11.6
505;5;11.3
505;10;11
505;10;9.75
505;10;13.75
505;10;12.75
505;9;11.5
505;9;7
505;9;3.5
505;9;8.5
505;9;6
505;9;12.5
505;7;12.5
505;7;15.75
505;7;12.75
505;1;8
505;1;9.5
505;1;10.5
505;1;14.5
505;8;8
505;8;10
505;8;12.5
505;8;8
505;8;10.5
505;8;9
505;8;7.5
505;8;8
505;8;10.5
531;2;9.5
531;2;13.5
531;2;10
531;2;11
531;2;12.5
531;4;12.5
531;4;10
531;4;11.5
531;4;8
531;4;7
531;4;12
531;4;9
531;4;16
531;4;9
531;3;12.5
531;3;10
531;3;16
531;3;13.5
531;3;13
531;3;12
531;3;12.5
531;3;11.5
531;3;11.5
531;6;10.5
531;6;10.5
531;6;9.75
531;6;8.25
531;6;10.25
531;5;12.1
531;5;10.7
531;5;10.5
531;5;11.7
531;5;10.8
531;5;12
531;5;12.8
531;10;12.5
531;10;13.25
531;10;10.25
531;10;10.5
531;9;11
531;9;8.5
531;9;4
531;9;unknown
531;9;5.5
531;7;15
531;7;16
531;7;11.75
531;1;12
531;1;9.5
531;1;13.5
531;8;11
531;8;11
531;8;8.5
531;8;13.5
531;8;8.5
531;8;9.5
531;8;11.5
531;8;10.5
531;8;11.5
564;2;9.5
564;2;13.5
564;2;14
564;2;8
564;2;11.5
564;4;9
564;4;12
564;4;11.5
564;4;8
564;4;12.5
564;4;8
564;4;9.5
564;3;15.5
564;3;11.5
564;3;10.5
564;3;13
564;3;12
564;3;12.5
564;3;14.5
564;3;9.5
564;3;8
564;6;8
564;6;10.75
564;6;11.25
564;6;10.5
564;6;11
564;6;9.5
564;6;11
564;5;10.4
564;5;13.5
564;5;12.4
564;5;12.3
564;5;11.9
564;5;10.8
564;5;11.7
564;10;14
564;10;11.5
564;10;14
564;10;15.25
564;9;8.5
564;9;10.5
564;9;1
564;9;7
564;9;4.5
564;7;13.25
564;7;14.75
564;7;15
564;1;12.5
564;1;12.5
564;1;15
564;1;16
564;8;7.5
564;8;13.5
564;8;13.5
564;8;10.5
564;8;11.5
564;8;9.5
564;8;10.5
564;8;11.5
564;8;12.5
566;2;11.5
566;2;11
566;2;10
566;2;10
566;2;12
566;4;8
566;4;9
566;4;11.5
566;4;9.5
566;4;7.5
566;4;11
566;4;11.5
566;4;11.5
566;4;12.5
566;3;11.5
566;3;13.5
566;3;11.5
566;3;10.5
566;3;18.5
566;3;13
566;3;10.5
566;3;11
566;3;12.5
566;6;9.5
566;6;10.75
566;6;9.5
566;6;10
566;6;9.5
566;6;8.75
566;6;11.75
566;5;12.5
566;5;10.1
566;5;12
566;5;11.4
566;5;14.3
566;5;12
566;5;10.6
566;10;12.75
566;10;14.75
566;10;10
566;10;13.25
566;9;8
566;9;3
566;9;5.5
566;9;10
566;9;9
566;9;4
566;7;13.25
566;7;14.75
566;7;15.5
566;1;16
566;1;11
566;1;9.5
566;1;11.5
566;8;8.5
566;8;7
566;8;12.5
566;8;5
566;8;11
566;8;9.5
566;8;9.5
566;8;7
566;8;9.5
581;2;10
581;2;11.5
581;2;12.5
581;2;5.5
581;2;11
581;4;8
581;4;10.5
581;4;11
581;4;11
581;4;7
581;4;7
581;4;9
581;4;12
581;4;11
581;3;12.5
581;3;12
581;3;13.5
581;3;11.5
581;3;10
581;3;9
581;3;16
581;3;11
581;3;11
581;6;9.75
581;6;8.75
581;6;9.75
581;6;11.25
581;6;9.75
581;6;9.5
581;6;10.75
581;5;13.3
581;5;10.7
581;5;12.6
581;5;11.4
581;5;10.5
581;5;11.2
581;5;11
581;10;9.25
581;10;14.25
581;10;14.5
581;10;12
581;9;3
581;9;11.5
581;9;9
581;9;10
581;9;5.5
581;7;13.75
581;7;12.25
581;7;13.5
581;1;11
581;1;9
581;1;14.5
581;1;11.5
581;8;12
581;8;4.5
581;8;12
581;8;7.5
581;8;10.5
581;8;13
581;8;10.5
584;2;13
584;2;13
584;2;13.5
584;2;11
584;2;13.5
584;4;9
584;4;9
584;4;7.5
584;4;10.5
584;4;7.5
584;4;10
584;4;12
584;4;8.5
584;4;9
584;3;10.5
584;3;11.5
584;3;9
584;3;15
584;3;10.5
584;3;7
584;3;8
584;3;11.5
584;3;12.5
584;6;12
584;6;11.25
584;6;11
584;6;8.75
584;6;9.25
584;6;12.25
584;6;8.5
584;5;11.3
584;5;12.6
584;5;11.9
584;5;11.2
584;5;9.2
584;5;11.9
584;10;12.75
584;10;12.75
584;10;13
584;10;15.25
584;9;2.5
584;9;7.5
584;9;9
584;9;12.5
584;9;unknown
584;7;8.5
584;7;13.5
584;7;11.25
584;1;10
584;1;14.5
584;1;17
584;1;11
584;8;12
584;8;11.5
584;8;14
584;8;10.5
584;8;14
584;8;10
584;8;7.5
584;8;17
584;8;5
586;2;10.5
586;2;9
586;2;12.5
586;2;10
586;2;12.5
586;4;10
586;4;12.5
586;4;10
586;4;11.5
586;4;9
586;4;11.5
586;4;10.5
586;4;8
586;4;13.5
586;3;11
586;3;15
586;3;13.5
586;3;14
586;3;9
586;3;15.5
586;3;10
586;3;12.5
586;3;11.5
586;6;13
586;6;10
586;6;10
586;6;8.75
586;6;10.5
586;6;9.75
586;6;9.5
586;5;12.4
586;5;11.3
586;5;13.9
586;5;12.8
586;5;12.2
586;5;12.4
586;5;11.3
586;10;12.5
586;10;12.5
586;10;10.75
586;10;10.5
586;9;5.5
586;9;3
586;9;9
586;9;11
586;9;10
586;9;9.5
586;7;14.5
586;7;14.5
586;7;10.25
586;1;14.5
586;1;11
586;1;11.5
586;1;15
586;8;9
586;8;9
586;8;7
586;8;9
586;8;12
586;8;12.5
586;8;10.5
586;8;8
586;8;7
602;2;13.5
602;2;10.5
602;2;14.5
602;2;11.5
602;2;15
602;4;8.5
602;4;7
602;4;9
602;4;8
602;4;9
602;4;9.5
602;4;10.5
602;4;10.5
602;4;7.5
602;3;9.5
602;3;11
602;3;11.5
602;3;10.5
602;3;14
602;3;15
602;3;9
602;3;11.5
602;3;6.5
602;6;10
602;6;12.25
602;6;10.25
602;6;10.75
602;6;12
602;6;11.5
